DAUID,CSDUID,CCSUID,CDUID,ERUID,CTUID,CMAUID,adpop2006,Shape_Leng,Shape_Area,TOTALDEPNT,QUINTMATNT,QUINTSOCNT,QUINTMATLO,QUINTSOCLO,TOTALDEPLO,OBJECTID_1,OBJECTID_2,OBJECTID_3,OBJECTID,NGHD_ID,Nghd_Name,FINAL_Shap,NALP,IMI,Shape_Le_1,Shape_Le_2,FINAL_Sha1,OID_,NGHD_NAM_1,NALP_AF,NALP_DD,NALP_SAFE,NALP_UA,IMI_ATTR,IMI_DD,IMI_PA,IMI_S_CR,IMI_S_TR,ERA,JOIN_FID,TARGET_FID,Join_Count
47110376,4711066,4711066,4711,4730,7250018.05,725,447,2058.687993,140719.26,3,3,3,4,2,3,58,82,5,92,8,Westview,4854.149401,1,0,4854.149401,4854.149401,1206857.799,57,Westview,3.91667,2.875,3.875,1.66667,5.26385,4,5.07462,9.58769,5.69615,2,58,206,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110377,4711066,4711066,4711,4730,7250018.05,725,522,1681.766452,152846.1391,4,5,2,5,2,4,58,82,5,92,8,Westview,4854.149401,1,0,4854.149401,4854.149401,1206857.799,57,Westview,3.91667,2.875,3.875,1.66667,5.26385,4,5.07462,9.58769,5.69615,2,58,207,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110378,4711066,4711066,4711,4730,7250018.01,725,526,1933.610305,183044.6203,3,4,2,5,2,4,58,82,5,92,8,Westview,4854.149401,1,0,4854.149401,4854.149401,1206857.799,57,Westview,3.91667,2.875,3.875,1.66667,5.26385,4,5.07462,9.58769,5.69615,2,58,208,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110379,4711066,4711066,4711,4730,7250018.01,725,786,4146.449901,408482.3189,5,5,5,5,4,5,58,82,5,92,8,Westview,4854.149401,1,0,4854.149401,4854.149401,1206857.799,57,Westview,3.91667,2.875,3.875,1.66667,5.26385,4,5.07462,9.58769,5.69615,2,58,209,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110380,4711066,4711066,4711,4730,7250019,725,450,3274.48344,468749.2587,5,5,4,5,3,5,58,82,5,92,8,Westview,4854.149401,1,0,4854.149401,4854.149401,1206857.799,57,Westview,3.91667,2.875,3.875,1.66667,5.26385,4,5.07462,9.58769,5.69615,2,58,210,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110381,4711066,4711066,4711,4730,7250019,725,459,1645.572433,167228.8832,5,5,5,5,5,5,38,51,40,145,15,Mount Royal,6064.436143,1,1,6064.436143,6064.436143,1975114.561,37,Mount Royal,4.75,4.5,4.25,2.5,4.58118,7,4.90971,7.35735,5.54206,2,38,211,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110382,4711066,4711066,4711,4730,7250019,725,451,1787.127865,150544.6684,5,4,5,5,5,5,57,81,41,146,16,Westmount,4480.474322,1,1,4480.474322,4480.474322,982391.2901,56,Westmount,3.25,3.5,3.125,1.5,5.02208,8,4.8375,7.01542,5.54875,2,57,212,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110383,4711066,4711066,4711,4730,7250019,725,470,2577.603691,264831.1788,5,5,5,5,5,5,57,81,41,146,16,Westmount,4480.474322,1,1,4480.474322,4480.474322,982391.2901,56,Westmount,3.25,3.5,3.125,1.5,5.02208,8,4.8375,7.01542,5.54875,2,57,213,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110384,4711066,4711066,4711,4730,7250019,725,549,1873.857018,177451.0143,5,4,5,5,4,5,57,81,41,146,16,Westmount,4480.474322,1,1,4480.474322,4480.474322,982391.2901,56,Westmount,3.25,3.5,3.125,1.5,5.02208,8,4.8375,7.01542,5.54875,2,57,214,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110385,4711066,4711066,4711,4730,7250019,725,458,5662.729419,486367.4223,4,4,4,5,3,5,58,82,5,92,8,Westview,4854.149401,1,0,4854.149401,4854.149401,1206857.799,57,Westview,3.91667,2.875,3.875,1.66667,5.26385,4,5.07462,9.58769,5.69615,2,58,215,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110386,4711066,4711066,4711,4730,7250019,725,599,1884.457647,194253.8291,0,0,0,9999,9999,9999,26,38,6,93,18,Hudson Bay Park,5658.146221,1,0,5658.146221,5658.146221,1266995.699,25,Hudson Bay Park,3.08333,4.125,3.75,3.5,4.33929,5,5.06429,9.25786,5.92214,2,26,216,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110387,4711066,4711066,4711,4730,7250018.05,725,555,5589.655581,873880.5138,5,4,5,5,4,5,58,82,5,92,8,Westview,4854.149401,1,0,4854.149401,4854.149401,1206857.799,57,Westview,3.91667,2.875,3.875,1.66667,5.26385,4,5.07462,9.58769,5.69615,2,58,217,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110388,4711066,4711066,4711,4730,7250020,725,831,5800.87617,1598970.62,5,5,4,5,4,5,35,48,7,94,19,Mayfair,3876.006317,1,0,3876.006317,3876.006317,927032.5583,34,Mayfair,4.33333,5.0625,4.125,1.83333,4.73318,10,4.80591,7.36318,5.76182,1,35,218,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110389,4711066,4711066,4711,4730,7250020,725,479,1636.927022,155931.9258,5,5,4,5,3,5,35,48,7,94,19,Mayfair,3876.006317,1,0,3876.006317,3876.006317,927032.5583,34,Mayfair,4.33333,5.0625,4.125,1.83333,4.73318,10,4.80591,7.36318,5.76182,1,35,219,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110390,4711066,4711066,4711,4730,7250020,725,460,2180.857221,190948.5276,5,3,5,4,4,4,35,48,7,94,19,Mayfair,3876.006317,1,0,3876.006317,3876.006317,927032.5583,34,Mayfair,4.33333,5.0625,4.125,1.83333,4.73318,10,4.80591,7.36318,5.76182,1,35,220,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110391,4711066,4711066,4711,4730,7250020,725,367,1842.062128,140635.5836,5,4,5,4,4,4,35,48,7,94,19,Mayfair,3876.006317,1,0,3876.006317,3876.006317,927032.5583,34,Mayfair,4.33333,5.0625,4.125,1.83333,4.73318,10,4.80591,7.36318,5.76182,1,35,221,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110392,4711066,4711066,4711,4730,7250020,725,290,1817.093964,142968.6395,5,5,5,5,4,5,35,48,7,94,19,Mayfair,3876.006317,1,0,3876.006317,3876.006317,927032.5583,34,Mayfair,4.33333,5.0625,4.125,1.83333,4.73318,10,4.80591,7.36318,5.76182,1,35,222,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110393,4711066,4711066,4711,4730,7250021.01,725,461,22308.02339,11644727.95,0,0,0,9999,9999,9999,35,48,7,94,19,Mayfair,3876.006317,1,0,3876.006317,3876.006317,927032.5583,34,Mayfair,4.33333,5.0625,4.125,1.83333,4.73318,10,4.80591,7.36318,5.76182,1,35,223,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110394,4711066,4711066,4711,4730,7250021.01,725,392,3136.571573,169682.3117,5,5,4,5,3,5,27,39,3,88,105,Kelsey - Woodlawn,5663.915594,1,1,5663.915594,5663.915594,1613296.009,26,Kelsey - Woodlawn,1,4.4375,1.75,1.16667,3.84588,10,4.57118,7.15824,3.88353,2,27,224,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110395,4711066,4711066,4711,4730,7250021.04,725,532,3397.821702,266081.1809,2,2,2,2,2,2,51,68,11,102,56,Silverwood Heights,8310.566383,1,0,8310.566383,8310.566383,3713993.494,50,Silverwood Heights,3.41667,3.125,3.75,2,4.62758,3,4.83758,9.69818,6.5703,3,51,225,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110396,4711066,4711066,4711,4730,7250021.03,725,470,2484.77898,380364.9206,4,2,5,3,4,4,51,68,11,102,56,Silverwood Heights,8310.566383,1,0,8310.566383,8310.566383,3713993.494,50,Silverwood Heights,3.41667,3.125,3.75,2,4.62758,3,4.83758,9.69818,6.5703,3,51,226,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110397,4711066,4711066,4711,4730,7250022,725,0,15647.54483,8682558.734,0,0,0,9999,9999,9999,,,,,,,,,,,,,,,,,,,,,,,,,-1,227,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110401,4711066,4711066,4711,4730,7250018.04,725,1028,6191.455643,1789653.416,1,3,1,4,1,2,22,33,72,91,10,Hampton Village,6762.970407,1,0,6762.970407,6762.970407,1840603.979,21,Hampton Village,4.5,3.1875,3.375,2.33333,4.79455,2,6.20273,9.44818,8.39364,3,22,228,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110402,4711066,4711066,4711,4730,7250018.04,725,814,3158.247115,197874.3026,1,3,1,4,1,2,22,33,72,91,10,Hampton Village,6762.970407,1,0,6762.970407,6762.970407,1840603.979,21,Hampton Village,4.5,3.1875,3.375,2.33333,4.79455,2,6.20273,9.44818,8.39364,3,22,229,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110403,4711066,4711066,4711,4730,7250018.04,725,496,1608.905651,124036.1129,2,2,3,3,3,3,14,24,38,143,7,Dundonald,5018.481686,1,0,5018.481686,5018.481686,1321588.729,13,Dundonald,4.08333,3.4375,4.25,2.16667,5.16833,5,5.01278,9.47833,6.21333,3,14,230,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110404,4711066,4711066,4711,4730,7250020,725,496,2041.023267,189187.0953,5,3,5,4,5,5,35,48,7,94,19,Mayfair,3876.006317,1,0,3876.006317,3876.006317,927032.5583,34,Mayfair,4.33333,5.0625,4.125,1.83333,4.73318,10,4.80591,7.36318,5.76182,1,35,231,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110405,4711066,4711066,4711,4730,7250020,725,466,2111.29795,146772.05,5,4,5,5,4,5,35,48,7,94,19,Mayfair,3876.006317,1,0,3876.006317,3876.006317,927032.5583,34,Mayfair,4.33333,5.0625,4.125,1.83333,4.73318,10,4.80591,7.36318,5.76182,1,35,232,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110406,4711066,4711066,4711,4730,7250020,725,434,2024.880662,185103.0072,5,3,5,4,4,4,57,81,41,146,16,Westmount,4480.474322,1,1,4480.474322,4480.474322,982391.2901,56,Westmount,3.25,3.5,3.125,1.5,5.02208,8,4.8375,7.01542,5.54875,2,57,233,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110407,4711066,4711066,4711,4730,7250020,725,444,1755.861379,123886.454,4,3,4,4,4,4,7,13,42,147,17,Caswell Hill,4767.613167,1,1,4767.613167,4767.613167,1233897.271,6,Caswell Hill,3.33333,4.3125,4,1.33333,4.59794,9,4.94265,7.27353,5.38412,1,7,234,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110408,4711066,4711066,4711,4730,7250020,725,308,1264.558776,70237.93662,5,4,5,5,5,5,35,48,7,94,19,Mayfair,3876.006317,1,0,3876.006317,3876.006317,927032.5583,34,Mayfair,4.33333,5.0625,4.125,1.83333,4.73318,10,4.80591,7.36318,5.76182,1,35,235,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110409,4711066,4711066,4711,4730,7250016,725,292,1076.010425,69425.53346,5,4,5,5,5,5,7,13,42,147,17,Caswell Hill,4767.613167,1,1,4767.613167,4767.613167,1233897.271,6,Caswell Hill,3.33333,4.3125,4,1.33333,4.59794,9,4.94265,7.27353,5.38412,1,7,236,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110410,4711066,4711066,4711,4730,7250016,725,249,805.4976064,39245.32066,5,3,5,4,5,5,7,13,42,147,17,Caswell Hill,4767.613167,1,1,4767.613167,4767.613167,1233897.271,6,Caswell Hill,3.33333,4.3125,4,1.33333,4.59794,9,4.94265,7.27353,5.38412,1,7,237,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110411,4711066,4711066,4711,4730,7250016,725,359,1909.201967,129237.5629,5,5,5,5,5,5,7,13,42,147,17,Caswell Hill,4767.613167,1,1,4767.613167,4767.613167,1233897.271,6,Caswell Hill,3.33333,4.3125,4,1.33333,4.59794,9,4.94265,7.27353,5.38412,1,7,238,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110412,4711066,4711066,4711,4730,7250016,725,283,2006.493646,183436.2075,5,3,5,4,5,5,49,63,35,140,14,Riversdale,4044.343465,1,1,4044.343465,4044.343465,872643.5757,48,Riversdale,4.33333,5.5625,3.375,3,4.59053,8,5.12526,5.22526,5.98105,1,49,239,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110413,4711066,4711066,4711,4730,7250016,725,518,2557.25901,238816.2143,5,3,5,4,5,5,57,81,41,146,16,Westmount,4480.474322,1,1,4480.474322,4480.474322,982391.2901,56,Westmount,3.25,3.5,3.125,1.5,5.02208,8,4.8375,7.01542,5.54875,2,57,240,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110434,4711066,4711066,4711,4730,7250006.03,725,1016,2525.077447,366269.7124,5,3,5,4,5,5,37,50,17,116,2,Montgomery Place,7281.085537,1,1,7281.085537,7281.085537,2525439.581,36,Montgomery Place,3.16667,2.5625,3.375,1,4.91077,4,4.21154,8.14538,4.85538,2,37,241,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110435,4711066,4711066,4711,4730,7250006.03,725,232,953.1347992,53212.38046,3,5,1,5,1,3,18,28,22,127,3,Fairhaven,4541.816286,1,1,4541.816286,4541.816286,1110948.27,17,Fairhaven,4,3.25,3.875,2.66667,4.76938,7,4.91812,8.32375,5.7675,2,18,242,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110436,4711066,4711066,4711,4730,7250006.03,725,557,2358.581937,280385.0986,2,2,2,3,1,1,18,28,22,127,3,Fairhaven,4541.816286,1,1,4541.816286,4541.816286,1110948.27,17,Fairhaven,4,3.25,3.875,2.66667,4.76938,7,4.91812,8.32375,5.7675,2,18,243,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110439,4711066,4711066,4711,4730,7250006.03,725,741,2115.814716,213682.6598,2,2,3,3,3,3,44,58,15,112,4,Parkridge,6735.913235,1,0,6735.913235,6735.913235,1623510.837,43,Parkridge,3.91667,3.3125,4.375,1.83333,5.21,3,5.08905,9.5519,6.32762,2,44,244,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110440,4711066,4711066,4711,4730,7250006.03,725,697,2302.85961,161998.6472,3,4,2,5,2,4,44,58,15,112,4,Parkridge,6735.913235,1,0,6735.913235,6735.913235,1623510.837,43,Parkridge,3.91667,3.3125,4.375,1.83333,5.21,3,5.08905,9.5519,6.32762,2,44,245,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110441,4711066,4711066,4711,4730,7250006.03,725,381,1461.908313,99203.96812,3,4,2,5,2,4,44,58,15,112,4,Parkridge,6735.913235,1,0,6735.913235,6735.913235,1623510.837,43,Parkridge,3.91667,3.3125,4.375,1.83333,5.21,3,5.08905,9.5519,6.32762,2,44,246,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110442,4711066,4711066,4711,4730,7250006.03,725,622,2969.493163,425344.2365,5,5,5,5,4,5,44,58,15,112,4,Parkridge,6735.913235,1,0,6735.913235,6735.913235,1623510.837,43,Parkridge,3.91667,3.3125,4.375,1.83333,5.21,3,5.08905,9.5519,6.32762,2,44,247,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110443,4711066,4711066,4711,4730,7250002.02,725,398,1812.509246,145077.5037,2,1,4,2,3,2,25,36,47,152,36,Holliston,4923.35711,1,1,4923.35711,4923.35711,1407097.945,24,Holliston,3.25,4.4375,3.5,1.33333,4.74731,8,4.32154,8.42462,5.34346,2,25,248,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110444,4711066,4711066,4711,4730,7250002.01,725,633,2332.250863,252548.9763,3,2,4,3,3,3,41,55,46,151,39,Nutana Park,4621.196809,1,1,4621.196809,4621.196809,1174127.192,40,Nutana Park,3.83333,3.75,4.5,1.83333,4.78687,7,5.1825,8.62187,6.47875,2,41,249,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110445,4711066,4711066,4711,4730,7250011.01,725,523,2087.508522,181114.2504,2,2,3,4,2,3,25,36,47,152,36,Holliston,4923.35711,1,1,4923.35711,4923.35711,1407097.945,24,Holliston,3.25,4.4375,3.5,1.33333,4.74731,8,4.32154,8.42462,5.34346,2,25,250,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110446,4711066,4711066,4711,4730,7250011.01,725,468,2447.046764,275687.0977,2,3,2,4,2,3,4,10,49,154,42,Brevoort Park,4477.750098,1,1,4477.750098,4477.750098,1236954.31,3,Brevoort Park,3.83333,4.9375,4.25,2.33333,5.19526,6,5.36842,7.97632,6.10684,2,4,251,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110447,4711066,4711066,4711,4730,7250011.01,725,475,1868.103701,144885.173,1,1,2,2,2,2,4,10,49,154,42,Brevoort Park,4477.750098,1,1,4477.750098,4477.750098,1236954.31,3,Brevoort Park,3.83333,4.9375,4.25,2.33333,5.19526,6,5.36842,7.97632,6.10684,2,4,252,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110448,4711066,4711066,4711,4730,7250011.01,725,591,3838.018111,245871.4141,2,1,4,2,3,2,20,31,52,157,43,Greystone Heights,4093.706443,1,0,4093.706443,4093.706443,983895.8386,19,Greystone Heights,4.41667,4.5625,4.125,2,5.12,7,5.407,8.866,6.167,2,20,253,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110449,4711066,4711066,4711,4730,7250011.01,725,639,2119.428308,177807.4209,3,2,4,3,4,4,20,31,52,157,43,Greystone Heights,4093.706443,1,0,4093.706443,4093.706443,983895.8386,19,Greystone Heights,4.41667,4.5625,4.125,2,5.12,7,5.407,8.866,6.167,2,20,254,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110450,4711066,4711066,4711,4730,7250012.03,725,829,2997.002236,433820.3867,3,2,4,2,4,3,59,83,54,159,45,Wildwood,6829.076937,1,1,6829.076937,6829.076937,2801367.15,58,Wildwood,3.91667,4.25,4.125,1.83333,5.02364,9,5.24045,8.95227,6.28909,2,59,255,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110451,4711066,4711066,4711,4730,7250012.03,725,993,2571.638772,297040.1369,4,2,5,3,5,5,59,83,54,159,45,Wildwood,6829.076937,1,1,6829.076937,6829.076937,2801367.15,58,Wildwood,3.91667,4.25,4.125,1.83333,5.02364,9,5.24045,8.95227,6.28909,2,59,256,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110452,4711066,4711066,4711,4730,7250012.01,725,621,2258.967365,163873.0246,5,3,5,4,5,5,59,83,54,159,45,Wildwood,6829.076937,1,1,6829.076937,6829.076937,2801367.15,58,Wildwood,3.91667,4.25,4.125,1.83333,5.02364,9,5.24045,8.95227,6.28909,2,59,257,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110453,4711066,4711066,4711,4730,7250012.01,725,581,2257.506042,197162.8168,1,1,1,1,1,1,10,19,55,160,46,College Park,5722.891763,1,1,5722.891763,5722.891763,1779009.246,9,College Park,3.33333,5,3.875,2.66667,5.39105,8,5.10474,8.34474,5.70263,2,10,258,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110455,4711066,4711066,4711,4730,7250021.03,725,1517,2910.567514,319455.7877,3,1,5,2,5,4,51,68,11,102,56,Silverwood Heights,8310.566383,1,0,8310.566383,8310.566383,3713993.494,50,Silverwood Heights,3.41667,3.125,3.75,2,4.62758,3,4.83758,9.69818,6.5703,3,51,259,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110456,4711066,4711066,4711,4730,7250013.02,725,1368,2382.550532,344564.0777,4,2,5,2,5,4,19,29,63,168,49,Forest Grove,5195.293287,1,1,5195.293287,5195.293287,1606811.224,18,Forest Grove,2.41667,4.25,3.125,1.33333,4.80107,7,5.04071,8.43679,5.6775,3,19,260,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110457,4711066,4711066,4711,4730,7250018.02,725,1089,5571.364413,484523.9537,3,3,3,4,3,4,43,57,14,111,5,Pacific Heights,4923.778894,1,0,4923.778894,4923.778894,1385643.952,42,Pacific Heights,3.58333,3,3.375,2.33333,5.02316,1,4.91526,9.07895,6.03737,2,43,261,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110460,4711066,4711066,4711,4730,7250012.02,725,1130,7682.574452,597184.0493,3,2,4,3,3,3,11,20,75,103,47,College Park East,5553.50727,1,0,5553.50727,5553.50727,1605543.209,10,College Park East,3.58333,3.0625,3.25,1.33333,5.51235,6,5.02588,9.66529,5.79647,2,11,262,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110461,4711066,4711066,4711,4730,7250001,725,1204,3577.033157,419066.5908,5,4,5,5,4,5,42,56,48,153,41,Nutana Suburban Centre,3967.537067,1,1,3967.537067,3967.537067,776202.3005,41,Nutana Suburban Centre,3.66667,5.0625,4.75,3.5,5.641,9,6.154,7.119,5.886,2,42,263,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110462,4711066,4711066,4711,4730,7250001,725,2047,12502.86138,3027190.181,3,3,3,4,3,4,52,70,69,98,37,Stonebridge,10000.83266,1,0,10000.83266,10000.83266,4542488.292,51,Stonebridge,4.41667,4.1875,4,2.5,4.218,7,6.048,9.67,7.948,3,52,264,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110463,4711066,4711066,4711,4730,7250006.03,725,812,1422.641331,111457.4126,5,3,5,4,5,5,37,50,17,116,2,Montgomery Place,7281.085537,1,1,7281.085537,7281.085537,2525439.581,36,Montgomery Place,3.16667,2.5625,3.375,1,4.91077,4,4.21154,8.14538,4.85538,2,37,265,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110464,4711066,4711066,4711,4730,7250013.03,725,1854,3917.012208,594744.9831,1,1,1,1,1,1,16,26,19,124,60,Erindale,5012.184688,1,1,5012.184688,5012.184688,1339901.9,15,Erindale,2.91667,3.5625,3.875,2.33333,4.39905,6,5.69143,9.07048,6.23,3,16,266,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110465,4711066,4711066,4711,4730,7250013.03,725,3028,7264.786437,1071445.13,1,1,1,2,1,1,60,84,10,100,62,Willowgrove,7075.769042,1,0,7075.769042,7075.769042,2114184.697,59,Willowgrove,3.91667,3.0625,3.75,3.83333,4.65687,2,5.15875,9.6925,7.49375,3,60,267,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110466,4711066,4711066,4711,4730,7250021.05,725,583,1588.701118,137009.2761,1,1,2,1,2,1,51,68,11,102,56,Silverwood Heights,8310.566383,1,0,8310.566383,8310.566383,3713993.494,50,Silverwood Heights,3.41667,3.125,3.75,2,4.62758,3,4.83758,9.69818,6.5703,3,51,268,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110467,4711066,4711066,4711,4730,7250021.05,725,592,1674.065951,155253.047,2,2,2,3,2,2,51,68,11,102,56,Silverwood Heights,8310.566383,1,0,8310.566383,8310.566383,3713993.494,50,Silverwood Heights,3.41667,3.125,3.75,2,4.62758,3,4.83758,9.69818,6.5703,3,51,269,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110468,4711066,4711066,4711,4730,7250012.01,725,967,5197.84958,396094.5855,4,3,4,4,3,4,53,71,60,165,48,Sutherland,6664.248187,1,1,6664.248187,6664.248187,2152872.205,52,Sutherland,3.16667,4.75,3.375,1.33333,5.0356,10,5.0228,7.264,5.2572,2,53,270,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110469,4711066,4711066,4711,4730,7250012.02,725,692,3126.993413,278624.1969,1,1,3,1,2,1,11,20,75,103,47,College Park East,5553.50727,1,0,5553.50727,5553.50727,1605543.209,10,College Park East,3.58333,3.0625,3.25,1.33333,5.51235,6,5.02588,9.66529,5.79647,2,11,271,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110470,4711066,4711066,4711,4730,7250021.04,725,1373,4543.984389,497978.371,1,1,3,1,2,1,51,68,11,102,56,Silverwood Heights,8310.566383,1,0,8310.566383,8310.566383,3713993.494,50,Silverwood Heights,3.41667,3.125,3.75,2,4.62758,3,4.83758,9.69818,6.5703,3,51,272,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110471,4711066,4711066,4711,4730,7250018.03,725,1268,6262.126769,463581.5626,4,4,3,4,2,3,43,57,14,111,5,Pacific Heights,4923.778894,1,0,4923.778894,4923.778894,1385643.952,42,Pacific Heights,3.58333,3,3.375,2.33333,5.02316,1,4.91526,9.07895,6.03737,2,43,273,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110472,4711066,4711066,4711,4730,7250018.03,725,695,3618.843446,220143.0884,5,5,4,5,3,5,43,57,14,111,5,Pacific Heights,4923.778894,1,0,4923.778894,4923.778894,1385643.952,42,Pacific Heights,3.58333,3,3.375,2.33333,5.02316,1,4.91526,9.07895,6.03737,2,43,274,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47110473,4711066,4711066,4711,4730,7250018.03,725,335,864.9898684,22942.39913,0,0,0,9999,9999,9999,12,21,13,110,6,Confederation Park,6097.657132,1,1,6097.657132,6097.657132,1595915.323,11,Confederation Park,3.83333,3.4375,3.5,1,5.00167,5,5.11083,7.99708,5.225,2,12,275,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
